机器质量等级,厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
M,27.350000000000023,36.75,1780,26.5,4.939267015706807,101,0,Normal
M,27.25,36.55000000000001,1440,42.8,6.453612565445026,104,0,Normal
M,27.350000000000023,36.650000000000034,1473,42.3,6.524387434554973,121,0,Normal
M,27.350000000000023,36.75,1483,49.3,7.655696335078534,124,0,Normal
M,27.25,36.55000000000001,1488,42.2,6.57524607329843,133,0,Normal
M,27.25,36.55000000000001,1367,51.2,7.328837696335079,143,0,Normal
M,27.25,36.55000000000001,1539,37.7,6.075424083769634,156,0,Normal
M,27.25,36.450000000000045,1614,30.3,5.120858638743456,161,0,Normal
M,27.25,36.450000000000045,1675,35.5,6.226439790575916,164,0,Normal
M,27.25,36.55000000000001,1685,32.3,5.699005235602093,167,0,Normal
M,27.150000000000034,36.450000000000045,1488,41.3,6.435015706806282,172,0,Normal
M,27.05000000000001,36.35000000000002,1564,33.4,5.4699057591623035,183,0,Normal
M,27.05000000000001,36.25,1329,53.6,7.459099476439792,186,0,Normal
M,27.05000000000001,36.25,1433,48.8,7.322554973821989,191,0,Normal
M,26.950000000000045,36.150000000000034,1443,50.3,7.600303664921466,196,0,Normal
M,27.05000000000001,36.25,1456,48.8,7.4400837696335085,205,0,Normal
M,27.05000000000001,36.25,1752,27.8,5.1000628272251305,208,0,Normal
M,26.950000000000045,36.05000000000001,1438,51.0,7.679371727748691,211,0,Normal
M,26.950000000000045,36.05000000000001,1732,33.7,6.111874345549738,218,0,Normal
M,26.950000000000045,36.05000000000001,1418,39.8,5.9095706806282715,221,0,Normal
M,26.850000000000023,36.05000000000001,1635,32.4,5.547015706806283,4,0,Normal
M,26.850000000000023,35.950000000000045,1463,45.7,7.000952879581153,11,0,Normal
M,26.950000000000045,36.05000000000001,1454,44.4,6.759958115183246,19,0,Normal
M,26.950000000000045,35.950000000000045,1533,38.0,6.099895287958115,26,0,Normal
M,26.950000000000045,35.75,1548,38.4,6.224418848167539,31,0,Normal
M,26.950000000000045,35.85000000000002,1612,33.0,5.570261780104712,34,0,Normal
M,27.05000000000001,35.85000000000002,1642,31.2,5.364439790575917,37,0,Normal
M,27.05000000000001,35.950000000000045,1406,42.2,6.21290052356021,40,0,Normal
M,27.150000000000034,36.05000000000001,1364,47.6,6.798575916230367,45,0,Normal
M,27.350000000000023,36.25,2179,16.3,3.7191308900523565,59,0,Normal
M,27.450000000000045,36.450000000000045,1503,38.4,6.043476439790576,68,0,Normal
M,27.55000000000001,36.450000000000045,1525,36.5,5.8285340314136125,71,0,Normal
M,27.55000000000001,36.55000000000001,1435,44.7,6.7167015706806295,76,0,Normal
M,27.450000000000045,36.35000000000002,1557,33.8,5.510638743455497,84,0,Normal
M,27.350000000000023,36.150000000000034,1589,34.9,5.806921465968586,91,0,Normal
M,27.75,36.35000000000002,1758,26.8,4.933445026178011,116,0,Normal
M,27.75,36.25,1724,25.6,4.621403141361257,119,0,Normal
M,27.850000000000023,36.450000000000045,1397,48.0,7.0215706806282725,135,0,Normal
M,27.850000000000023,36.450000000000045,1588,32.7,5.437445026178011,138,0,Normal
M,27.850000000000023,36.650000000000034,1594,31.1,5.190931937172775,143,0,Normal
M,27.850000000000023,36.55000000000001,1511,39.3,6.218041884816754,146,0,Normal
M,27.850000000000023,36.55000000000001,1288,58.4,7.876356020942408,162,0,Normal
M,28.05000000000001,36.85000000000002,1625,31.6,5.37696335078534,173,0,Normal
M,28.150000000000034,36.85000000000002,2068,17.8,3.8544921465968587,176,0,Normal
M,28.150000000000034,36.950000000000045,1525,37.8,6.036125654450261,199,0,Normal
M,28.150000000000034,36.85000000000002,1696,32.4,5.753968586387434,202,0,Normal
M,28.25,36.85000000000002,1689,32.1,5.677162303664922,207,0,Normal
M,28.150000000000034,36.85000000000002,1593,30.8,5.137633507853403,210,0,Normal
M,28.150000000000034,36.75,1565,36.0,5.899476439790576,213,0,Normal
M,28.05000000000001,36.75,1456,50.8,7.745005235602094,15,0,Normal
M,28.05000000000001,36.85000000000002,1445,45.6,6.899685863874345,18,0,Normal
M,28.05000000000001,36.950000000000045,1558,32.6,5.318408376963351,34,0,Normal
M,28.05000000000001,36.950000000000045,1295,56.6,7.675078534031414,39,0,Normal
M,28.05000000000001,36.950000000000045,1479,45.5,7.046544502617801,44,0,Normal
M,28.05000000000001,37.150000000000034,1357,54.5,7.7441361256544505,49,0,Normal
M,28.05000000000001,37.150000000000034,1379,43.2,6.237989528795812,56,0,Normal
M,28.150000000000034,37.25,1577,48.3,7.975821989528795,78,0,Normal
M,28.25,37.35000000000002,1563,39.9,6.530230366492146,83,0,Normal
M,28.350000000000023,37.450000000000045,1492,43.0,6.717905759162304,100,0,Normal
M,28.25,37.35000000000002,1217,60.6,7.722534031413613,103,0,Normal
M,28.350000000000023,37.450000000000045,2432,14.2,3.616167539267016,126,0,Normal
M,28.55000000000001,37.650000000000034,1671,31.6,5.52917277486911,137,0,Normal
M,28.450000000000045,37.650000000000034,1343,49.5,6.961099476439791,140,0,Normal
M,28.450000000000045,37.650000000000034,1548,34.2,5.543623036649215,143,0,Normal
M,28.450000000000045,37.75,1510,40.9,6.466910994764398,152,0,Normal
M,28.350000000000023,37.650000000000034,1452,44.1,6.705047120418849,157,0,Normal
M,28.350000000000023,37.650000000000034,1628,36.4,6.205151832460733,167,0,Normal
M,28.150000000000034,37.55000000000001,1532,40.7,6.5290471204188485,178,0,Normal
M,28.25,37.450000000000045,1630,30.3,5.171623036649215,2,0,Normal
M,28.25,37.55000000000001,1692,32.3,5.7226806282722515,5,0,Normal
M,28.25,37.450000000000045,1459,46.9,7.165141361256544,27,0,Normal
M,28.350000000000023,37.650000000000034,1385,47.5,6.888743455497382,30,0,Normal
M,28.25,37.55000000000001,1459,37.7,5.7596125654450265,40,0,Normal
M,28.450000000000045,37.650000000000034,1290,65.3,8.820628272251309,63,0,Normal
M,28.55000000000001,37.75,1435,48.0,7.212565445026178,66,0,Normal
M,28.350000000000023,37.55000000000001,1416,53.2,7.888083769633508,69,0,Normal
M,28.25,37.450000000000045,1459,35.0,5.347120418848167,87,0,Normal
M,28.25,37.55000000000001,1617,34.3,5.80765445026178,101,0,Normal
M,28.150000000000034,37.25,1635,32.5,5.56413612565445,110,0,Normal
M,28.05000000000001,37.25,1382,41.6,6.020020942408378,117,0,Normal
M,28.05000000000001,37.25,1697,30.0,5.330890052356021,120,0,Normal
M,28.350000000000023,37.35000000000002,1612,29.8,5.030115183246073,148,0,Normal
M,28.350000000000023,37.35000000000002,1623,33.5,5.693246073298429,157,0,Normal
M,28.450000000000045,37.55000000000001,2012,20.7,4.361089005235602,178,0,Normal
M,28.450000000000045,37.450000000000045,1924,23.6,4.7545968586387435,181,0,Normal
M,28.350000000000023,37.35000000000002,1412,44.1,6.520335078534032,184,0,Normal
M,28.25,37.35000000000002,1495,52.5,8.218586387434556,201,0,Normal
M,28.450000000000045,37.450000000000045,1599,36.1,6.044387434554974,208,0,Normal
M,28.350000000000023,37.25,2639,12.0,3.316020942408377,21,1,PWF
M,28.650000000000034,37.55000000000001,1383,45.7,6.618125654450262,44,0,Normal
M,28.650000000000034,37.55000000000001,1429,47.9,7.16744502617801,53,0,Normal
M,28.650000000000034,37.650000000000034,1691,33.4,5.914073298429319,62,0,Normal
M,28.75,37.650000000000034,1557,35.3,5.7551937172774865,65,0,Normal
M,28.650000000000034,37.650000000000034,1619,31.0,5.255392670157068,76,0,Normal
M,28.650000000000034,37.650000000000034,1508,38.8,6.126743455497381,96,0,Normal
M,28.75,37.75,1763,28.4,5.242848167539266,103,0,Normal
M,28.75,37.85000000000002,1638,35.4,6.071748691099476,116,0,Normal
M,28.75,37.85000000000002,1384,47.4,6.869277486910994,121,0,Normal
M,28.650000000000034,37.75,1346,44.6,6.286031413612565,142,0,Normal
M,28.55000000000001,37.650000000000034,1524,41.3,6.590701570680628,147,0,Normal
M,28.55000000000001,37.650000000000034,1502,34.4,5.41034554973822,157,0,Normal
M,28.650000000000034,37.85000000000002,1393,49.5,7.220261780104712,168,0,Normal
M,28.75,37.950000000000045,1417,52.5,7.78979057591623,171,0,Normal
M,28.75,37.950000000000045,1605,40.0,6.722513089005235,179,0,Normal
M,28.75,37.75,1569,32.5,5.3395287958115185,188,0,Normal
M,28.650000000000034,37.650000000000034,1365,48.2,6.8893193717277486,199,0,Normal
M,28.75,37.75,1573,38.9,6.407298429319371,209,0,Normal
M,28.75,37.75,1441,43.7,6.593895287958116,0,0,Normal
M,28.75,37.75,1641,33.2,5.704837696335079,3,0,Normal
M,28.850000000000023,37.950000000000045,1769,26.0,4.8161256544502615,10,0,Normal
M,28.850000000000023,37.85000000000002,1980,21.5,4.457591623036649,20,0,Normal
M,28.75,37.75,1483,37.0,5.74565445026178,35,0,Normal
M,28.75,37.75,1317,51.9,7.15730890052356,40,0,Normal
M,28.75,37.85000000000002,1467,48.1,7.388764397905759,43,0,Normal
M,28.650000000000034,37.75,1299,60.4,8.215664921465967,48,0,Normal
M,28.75,37.85000000000002,1432,41.5,6.2228272251308905,51,0,Normal
M,28.650000000000034,37.75,1358,52.3,7.4370052356020935,56,0,Normal
M,28.650000000000034,37.650000000000034,1618,37.8,6.404230366492146,59,0,Normal
M,28.650000000000034,37.55000000000001,1309,43.3,5.935047120418848,68,0,Normal
M,28.55000000000001,37.55000000000001,1659,29.9,5.194146596858639,73,0,Normal
M,28.650000000000034,37.55000000000001,1465,35.8,5.491832460732984,82,0,Normal
M,28.55000000000001,37.450000000000045,1492,42.2,6.592921465968587,85,0,Normal
M,28.650000000000034,37.55000000000001,1420,52.0,7.731937172774869,88,0,Normal
M,28.650000000000034,37.450000000000045,1552,35.9,5.834219895287958,97,0,Normal
M,28.55000000000001,37.450000000000045,1691,27.7,4.9047853403141355,105,0,Normal
M,28.450000000000045,37.25,1455,39.0,5.941884816753927,118,0,Normal
M,28.55000000000001,37.35000000000002,1625,35.9,6.108638743455497,121,0,Normal
M,28.650000000000034,37.450000000000045,1459,40.2,6.141549738219895,128,0,Normal
M,28.55000000000001,37.450000000000045,1505,44.5,7.01282722513089,146,0,Normal
M,28.55000000000001,37.35000000000002,1458,41.4,6.320544502617801,153,0,Normal
M,28.450000000000045,37.25,1377,44.9,6.47406282722513,161,0,Normal
M,28.450000000000045,37.25,1452,45.7,6.9483141361256555,164,0,Normal
M,28.55000000000001,37.35000000000002,1724,33.0,5.957277486910995,171,0,Normal
M,28.55000000000001,37.450000000000045,1417,45.2,6.706638743455498,185,0,Normal
M,28.55000000000001,37.650000000000034,1954,21.6,4.41951832460733,198,0,Normal
M,28.55000000000001,37.75,1644,32.5,5.5947643979057595,201,0,Normal
M,28.55000000000001,37.650000000000034,1594,32.4,5.407916230366492,204,0,Normal
M,28.650000000000034,37.950000000000045,1647,31.6,5.449759162303665,6,0,Normal
M,28.650000000000034,37.950000000000045,1413,42.2,6.2438324607329845,9,0,Normal
M,28.850000000000023,38.150000000000034,1530,36.4,5.831623036649215,27,0,Normal
M,28.850000000000023,38.25,1587,35.9,5.9657905759162295,30,0,Normal
M,28.950000000000045,38.25,1467,43.4,6.666785340314136,33,0,Normal
M,29.05000000000001,38.35000000000002,1360,53.0,7.547643979057591,36,0,Normal
M,28.950000000000045,38.25,1419,36.2,5.37882722513089,47,0,Normal
M,29.05000000000001,38.150000000000034,1521,40.6,6.4662408376963345,52,0,Normal
M,28.950000000000045,38.05000000000001,1616,35.1,5.939434554973823,57,0,Normal
M,29.05000000000001,38.25,1626,31.6,5.380272251308901,62,0,Normal
M,29.150000000000034,38.35000000000002,1445,44.8,6.778638743455496,65,0,Normal
M,29.05000000000001,38.35000000000002,1863,25.7,5.01351832460733,85,0,Normal
M,29.05000000000001,38.35000000000002,1443,47.0,7.101675392670157,90,0,Normal
M,28.950000000000045,38.35000000000002,1341,50.8,7.133277486910995,99,0,Normal
M,28.950000000000045,38.35000000000002,1383,53.6,7.762178010471205,108,0,Normal
M,29.05000000000001,38.35000000000002,1449,44.5,6.751884816753926,113,0,Normal
M,29.05000000000001,38.35000000000002,1734,25.0,4.539267015706806,116,0,Normal
M,29.150000000000034,38.55000000000001,1639,36.6,6.281403141361257,121,0,Normal
M,29.150000000000034,38.55000000000001,1517,37.6,5.972691099476441,124,0,Normal
M,29.150000000000034,38.55000000000001,1442,41.7,6.296481675392671,127,0,Normal
M,29.150000000000034,38.55000000000001,1685,30.8,5.43434554973822,130,0,Normal
M,29.25,38.650000000000034,1358,50.6,7.195267015706807,133,0,Normal
M,29.150000000000034,38.450000000000045,1608,39.9,6.718240837696335,136,0,Normal
M,29.150000000000034,38.55000000000001,1486,39.6,6.161842931937173,147,0,Normal
M,28.950000000000045,38.35000000000002,1866,23.1,4.5135706806282725,159,0,Normal
M,29.05000000000001,38.35000000000002,1562,38.0,6.215287958115184,162,0,Normal
M,29.150000000000034,38.55000000000001,1368,53.6,7.677989528795812,165,0,Normal
M,28.950000000000045,38.150000000000034,1453,45.1,6.861811518324608,174,0,Normal
M,28.850000000000023,38.05000000000001,1558,39.1,6.37882722513089,179,0,Normal
M,28.75,37.950000000000045,1380,51.6,7.456335078534031,184,0,Normal
M,28.850000000000023,38.05000000000001,1625,30.7,5.223821989528796,189,0,Normal
M,28.950000000000045,38.150000000000034,1511,45.0,7.119895287958115,204,0,Normal
M,28.850000000000023,38.05000000000001,1418,49.5,7.3498429319371725,17,0,Normal
M,28.850000000000023,38.05000000000001,1400,49.5,7.2565445026178015,20,0,Normal
M,28.850000000000023,38.150000000000034,1725,27.7,5.0034031413612565,23,0,Normal
M,28.950000000000045,38.150000000000034,1497,38.4,6.019350785340314,28,0,Normal
M,29.150000000000034,38.25,1855,23.9,4.642356020942408,43,0,Normal
M,29.25,38.25,1475,45.2,6.981151832460733,46,0,Normal
M,29.25,38.25,1508,41.2,6.505717277486911,60,0,Normal
M,29.05000000000001,38.05000000000001,1544,43.6,7.049047120418849,63,0,Normal
M,29.150000000000034,38.05000000000001,1507,47.7,7.52710994764398,70,0,Normal
M,29.150000000000034,38.05000000000001,1505,36.7,5.7836125654450266,78,0,Normal
M,29.25,38.150000000000034,1312,61.5,8.449005235602094,85,0,Normal
M,29.150000000000034,38.05000000000001,1405,47.7,7.017643979057592,88,0,Normal
M,29.05000000000001,38.05000000000001,1377,43.0,6.200104712041885,91,0,Normal
M,29.05000000000001,38.05000000000001,1347,49.8,7.024146596858638,94,0,Normal
M,29.05000000000001,38.05000000000001,1873,24.0,4.707015706806283,99,0,Normal
M,29.05000000000001,37.950000000000045,1434,58.6,8.799204188481676,102,0,Normal
M,29.150000000000034,38.05000000000001,1454,43.8,6.668607329842931,112,0,Normal
M,29.05000000000001,38.05000000000001,1663,29.6,5.154429319371728,115,0,Normal
M,29.05000000000001,37.950000000000045,1516,33.7,5.349654450261781,158,0,Normal
M,29.05000000000001,37.85000000000002,1476,47.4,7.325905759162303,161,0,Normal
M,29.25,37.85000000000002,1490,37.1,5.788376963350785,168,0,Normal
M,29.150000000000034,37.85000000000002,1526,37.7,6.024104712041885,171,0,Normal
M,29.25,37.950000000000045,1443,51.8,7.826952879581151,178,0,Normal
M,29.05000000000001,37.85000000000002,1436,47.0,7.067225130890052,187,0,Normal
M,29.150000000000034,37.85000000000002,1384,49.7,7.202596858638744,192,0,Normal
M,29.25,37.950000000000045,1887,22.4,4.426052356020942,197,0,Normal
M,29.25,37.950000000000045,1480,45.7,7.082303664921466,200,0,Normal
M,29.25,37.950000000000045,1721,30.1,5.424303664921466,210,0,Normal
M,29.25,37.950000000000045,1366,54.4,7.781193717277486,0,0,Normal
M,29.05000000000001,37.650000000000034,1356,48.3,6.858094240837696,36,0,Normal
M,28.950000000000045,37.650000000000034,1409,41.3,6.093371727748691,39,0,Normal
M,28.950000000000045,37.650000000000034,1504,37.5,5.9057591623036645,42,0,Normal
M,28.950000000000045,37.75,1916,23.1,4.634513089005236,51,0,Normal
M,29.05000000000001,37.75,1771,27.6,5.11828272251309,54,0,Normal
M,29.05000000000001,37.75,1488,44.2,6.886869109947645,57,0,Normal
M,29.25,37.85000000000002,1580,36.5,6.038743455497382,64,0,Normal
M,29.150000000000034,37.85000000000002,1546,35.5,5.746910994764398,70,0,Normal
M,29.150000000000034,37.75,1762,24.5,4.520314136125655,73,0,Normal
M,29.05000000000001,37.650000000000034,1562,38.1,6.231643979057592,78,0,Normal
M,28.950000000000045,37.55000000000001,1608,30.3,5.101821989528796,81,0,Normal
M,28.950000000000045,37.450000000000045,1421,52.0,7.737382198952879,95,0,Normal
M,29.25,37.85000000000002,1464,44.2,6.775790575916231,106,0,Normal
M,29.150000000000034,37.75,1581,36.1,5.9763455497382205,109,0,Normal
M,29.25,37.75,1469,41.6,6.398994764397906,124,0,Normal
M,29.150000000000034,37.650000000000034,1762,27.8,5.12917277486911,127,0,Normal
M,29.150000000000034,37.75,1742,29.7,5.417528795811519,137,0,Normal
M,29.05000000000001,37.75,1465,43.5,6.6730366492146596,140,0,Normal
M,29.150000000000034,37.85000000000002,1541,36.6,5.905821989528796,143,0,Normal
M,29.150000000000034,37.950000000000045,1295,57.1,7.742879581151833,146,0,Normal
M,29.150000000000034,37.950000000000045,1435,43.1,6.476282722513089,149,0,Normal
M,29.150000000000034,37.85000000000002,1578,33.5,5.535392670157068,158,0,Normal
M,29.150000000000034,37.85000000000002,1450,45.7,6.938743455497383,175,0,Normal
M,29.150000000000034,37.85000000000002,1421,41.3,6.145267015706806,182,0,Normal
M,29.25,38.05000000000001,1330,58.6,8.161047120418848,201,0,Normal
M,29.350000000000023,38.35000000000002,1481,41.1,6.373727748691099,215,0,Normal
M,29.350000000000023,38.25,1629,31.7,5.4072565445026175,225,0,Normal
M,29.55000000000001,38.450000000000045,2709,9.7,2.7515497382198952,2,1,PWF
M,29.55000000000001,38.55000000000001,1759,29.9,5.507235602094241,5,0,Normal
M,29.55000000000001,38.650000000000034,1728,30.0,5.428272251308901,12,0,Normal
M,29.450000000000045,38.55000000000001,1430,51.7,7.741465968586388,32,0,Normal
M,29.25,38.25,1534,40.1,6.441193717277487,41,0,Normal
M,29.150000000000034,37.950000000000045,1338,53.3,7.46758115183246,63,0,Normal
M,29.150000000000034,38.05000000000001,1432,42.7,6.402764397905759,68,0,Normal
M,29.150000000000034,38.05000000000001,1546,40.0,6.475392670157068,71,0,Normal
M,29.05000000000001,38.05000000000001,1627,33.2,5.656167539267016,74,0,Normal
M,29.05000000000001,37.950000000000045,1640,32.8,5.632670157068062,77,0,Normal
M,28.950000000000045,37.950000000000045,1423,36.8,5.483392670157068,80,0,Normal
M,28.950000000000045,37.85000000000002,1711,28.7,5.141958115183246,83,0,Normal
M,28.950000000000045,37.950000000000045,1450,51.6,7.83455497382199,86,0,Normal
M,29.05000000000001,38.05000000000001,1561,34.9,5.704596858638743,106,0,Normal
M,29.150000000000034,38.05000000000001,1842,23.9,4.609821989528795,111,0,Normal
M,29.150000000000034,38.150000000000034,1339,50.8,7.122638743455497,123,0,Normal
M,29.25,38.25,1675,29.6,5.191623036649215,128,0,Normal
M,29.350000000000023,38.35000000000002,1358,52.7,7.493884816753927,139,0,Normal
M,29.450000000000045,38.25,1757,29.5,5.42738219895288,151,0,Normal
M,29.450000000000045,38.25,1718,31.2,5.612732984293194,154,0,Normal
M,29.350000000000023,38.25,1636,35.0,5.995811518324607,157,0,Normal
M,29.55000000000001,38.450000000000045,1501,38.8,6.098303664921466,171,0,Normal
M,29.450000000000045,38.450000000000045,2041,19.2,4.103371727748691,174,0,Normal
M,29.55000000000001,38.55000000000001,1784,25.1,4.688837696335079,177,0,Normal
M,29.450000000000045,38.450000000000045,1518,39.0,6.199162303664921,184,0,Normal
M,29.450000000000045,38.450000000000045,1227,68.2,8.762450261780106,187,1,OSF
M,29.05000000000001,38.25,1398,47.2,6.909486910994765,202,0,Normal
M,29.05000000000001,38.150000000000034,1658,31.0,5.3819895287958115,2,0,Normal
M,29.05000000000001,38.150000000000034,1510,37.1,5.86607329842932,10,0,Normal
M,29.150000000000034,38.25,1571,32.7,5.379235602094242,17,0,Normal
M,29.150000000000034,38.25,1484,39.5,6.138010471204188,22,0,Normal
M,29.150000000000034,38.25,1909,23.2,4.637570680628272,25,0,Normal
M,29.150000000000034,38.25,1500,40.2,6.314136125654451,30,0,Normal
M,29.05000000000001,38.25,1538,37.4,6.023162303664921,37,0,Normal
M,29.05000000000001,38.25,1642,32.1,5.519183246073299,42,0,Normal
M,29.150000000000034,38.450000000000045,1668,33.2,5.798701570680629,52,0,Normal
M,29.150000000000034,38.25,1479,45.6,7.062031413612567,59,0,Normal
M,29.150000000000034,38.25,1418,41.3,6.132293193717277,62,0,Normal
M,29.150000000000034,38.25,1345,47.6,6.703874345549738,67,0,Normal
M,29.05000000000001,38.150000000000034,1510,36.6,5.787015706806283,91,0,Normal
M,29.05000000000001,38.150000000000034,1375,47.0,6.767015706806283,98,0,Normal
M,29.05000000000001,38.150000000000034,1931,21.9,4.428157068062827,101,0,Normal
M,29.05000000000001,38.150000000000034,1577,29.8,4.920900523560209,112,0,Normal
M,29.150000000000034,38.150000000000034,1444,43.1,6.51690052356021,115,0,Normal
M,29.150000000000034,38.150000000000034,1625,33.1,5.632198952879581,137,0,Normal
M,28.850000000000023,37.950000000000045,1406,48.8,7.184586387434555,159,0,Normal
M,29.05000000000001,38.05000000000001,1471,41.9,6.4539162303664925,166,0,Normal
M,28.950000000000045,37.950000000000045,1605,37.6,6.319162303664921,171,0,Normal
M,29.05000000000001,38.05000000000001,1360,52.8,7.519162303664921,176,0,Normal
M,29.05000000000001,37.950000000000045,1728,34.0,6.152041884816754,179,0,Normal
M,28.850000000000023,37.650000000000034,1783,23.1,4.312806282722513,190,0,Normal
M,28.850000000000023,37.75,1558,45.3,7.390303664921466,193,0,Normal
M,28.950000000000045,37.85000000000002,1351,60.3,8.530397905759163,207,1,OSF
M,28.950000000000045,37.85000000000002,1574,34.1,5.6202513089005235,215,0,Normal
M,28.850000000000023,37.650000000000034,1609,35.2,5.93055497382199,4,0,Normal
M,28.850000000000023,37.650000000000034,1445,46.3,7.005602094240838,17,0,Normal
M,28.75,37.75,1419,47.7,7.087570680628272,20,1,RNF
M,28.650000000000034,37.75,1881,20.9,4.116534031413612,23,0,Normal
M,28.75,37.75,1421,46.2,6.874366492146597,26,0,Normal
M,28.75,37.650000000000034,1563,39.2,6.415664921465969,39,0,Normal
M,28.75,37.75,2305,16.1,3.885916230366492,42,0,Normal
M,28.75,37.75,1456,43.6,6.647287958115183,45,0,Normal
M,28.850000000000023,37.75,1456,47.2,7.196146596858639,54,0,Normal
M,28.850000000000023,37.75,1352,55.5,7.85717277486911,59,0,Normal
M,28.75,37.55000000000001,1511,37.6,5.949068062827225,70,0,Normal
M,28.75,37.55000000000001,1472,47.0,7.244397905759162,73,0,Normal
M,28.75,37.55000000000001,1405,47.9,7.0470680628272255,80,0,Normal
M,28.75,37.450000000000045,1412,46.5,6.8751832460732984,89,0,Normal
M,28.850000000000023,37.450000000000045,1539,37.4,6.027078534031413,96,0,Normal
M,28.850000000000023,37.25,1567,36.4,5.972649214659685,114,0,Normal
M,28.75,37.35000000000002,1590,40.3,6.709633507853402,130,0,Normal
M,28.850000000000023,37.25,1595,32.9,5.494816753926702,135,0,Normal
M,28.850000000000023,37.35000000000002,1573,32.1,5.287256544502618,143,0,Normal
M,28.75,37.450000000000045,1475,47.8,7.382722513089005,179,0,Normal
M,28.850000000000023,37.450000000000045,1563,41.0,6.710261780104712,184,0,Normal
M,28.850000000000023,37.35000000000002,1381,58.4,8.445068062827225,201,0,Normal
M,28.950000000000045,37.55000000000001,1376,46.3,6.671078534031413,210,1,HDF
M,28.950000000000045,37.55000000000001,1364,47.8,6.827141361256544,213,1,HDF
M,28.950000000000045,37.450000000000045,1517,38.9,6.179193717277487,2,0,Normal
M,28.850000000000023,37.450000000000045,1623,34.3,5.8292041884816745,9,0,Normal
M,28.650000000000034,37.150000000000034,1666,32.7,5.704523560209425,19,0,Normal
M,28.650000000000034,37.150000000000034,1409,52.5,7.745811518324607,26,0,Normal
M,28.55000000000001,37.150000000000034,1787,26.7,4.996115183246073,33,0,Normal
M,28.650000000000034,37.150000000000034,1465,46.5,7.133246073298429,60,0,Normal
M,28.75,37.25,1373,48.0,6.900942408376963,73,1,HDF
M,28.850000000000023,37.35000000000002,1425,44.7,6.669895287958116,76,0,Normal
M,28.850000000000023,37.25,1212,55.6,7.056251308900523,79,1,HDF
M,28.850000000000023,37.25,1828,26.3,5.034178010471204,82,0,Normal
M,28.850000000000023,37.35000000000002,1823,25.1,4.791340314136126,87,0,Normal
M,28.850000000000023,37.35000000000002,1639,32.9,5.646397905759162,94,0,Normal
M,28.850000000000023,37.25,1608,33.1,5.573277486910995,97,0,Normal
M,29.05000000000001,37.35000000000002,1507,40.4,6.375162303664921,111,0,Normal
M,29.150000000000034,37.55000000000001,1559,33.9,5.534041884816753,119,0,Normal
M,29.05000000000001,37.450000000000045,1355,51.5,7.307068062827225,126,1,HDF
M,29.05000000000001,37.35000000000002,1832,23.7,4.546429319371728,129,0,Normal
M,29.05000000000001,37.450000000000045,1346,49.2,6.934366492146596,134,1,HDF
M,29.150000000000034,37.55000000000001,1544,39.7,6.418513089005236,141,0,Normal
M,29.25,37.55000000000001,1521,40.4,6.434387434554974,152,0,Normal
M,29.05000000000001,37.450000000000045,1570,34.6,5.688167539267016,163,0,Normal
M,29.05000000000001,37.55000000000001,1601,33.0,5.532251308900523,166,0,Normal
M,29.150000000000034,37.650000000000034,1611,31.8,5.364376963350786,169,0,Normal
M,29.350000000000023,37.85000000000002,1463,43.1,6.602649214659686,181,0,Normal
M,29.350000000000023,37.85000000000002,1563,35.6,5.826471204188482,190,0,Normal
M,29.25,37.950000000000045,1432,44.5,6.672670157068063,195,0,Normal
M,29.350000000000023,37.950000000000045,1638,32.0,5.488586387434555,198,0,Normal
M,29.150000000000034,37.75,1558,31.9,5.2042094240837695,207,0,Normal
M,29.150000000000034,37.75,1523,43.2,6.88938219895288,210,0,Normal
M,29.150000000000034,37.650000000000034,1721,28.4,5.117947643979057,215,0,Normal
M,29.150000000000034,37.75,1710,30.4,5.443350785340314,218,1,TWF
M,29.150000000000034,37.75,1627,32.3,5.502837696335078,0,0,Normal
M,29.05000000000001,37.650000000000034,1422,47.0,6.998324607329843,3,0,Normal
M,28.850000000000023,37.450000000000045,1392,60.5,8.818429319371727,10,0,Normal
M,28.850000000000023,37.55000000000001,2157,17.8,4.0203769633507855,17,0,Normal
M,28.850000000000023,37.450000000000045,1479,40.5,6.272198952879581,24,0,Normal
M,28.75,37.450000000000045,1260,65.9,8.694659685863874,29,0,Normal
M,28.850000000000023,37.450000000000045,1535,38.6,6.204293193717278,34,0,Normal
M,29.05000000000001,37.650000000000034,1408,46.8,6.899937172774869,49,0,Normal
M,29.05000000000001,37.75,1302,53.4,7.280293193717278,58,0,Normal
M,29.150000000000034,37.85000000000002,1521,34.8,5.542492146596858,72,0,Normal
M,29.25,37.75,1435,42.3,6.356073298429319,83,0,Normal
M,29.450000000000045,37.950000000000045,1520,43.0,6.843979057591623,88,0,Normal
M,29.450000000000045,37.85000000000002,1329,48.6,6.763287958115184,111,1,HDF
M,29.350000000000023,37.85000000000002,1387,52.1,7.566774869109947,116,0,Normal
M,29.450000000000045,37.85000000000002,1591,33.9,5.647633507853403,119,0,Normal
M,29.450000000000045,37.85000000000002,1589,39.0,6.489109947643979,122,0,Normal
M,29.55000000000001,37.950000000000045,1297,60.7,8.243759162303666,125,1,HDF
M,29.450000000000045,37.85000000000002,1542,39.7,6.410198952879582,141,0,Normal
M,29.25,37.35000000000002,1500,36.7,5.764397905759163,164,0,Normal
